,word,is_name
3073,승리하다,0
321,계곡,0
775,기본,0
3572,엉망,0
5607,필수적,0
3130,시청,0
5020,우민혁,1
3409,앓다,0
2072,우기범,1
4310,심서빈,1
596,권,0
1138,우우준,1
4038,도현규,1
383,곡,0
5585,도재빈,1
2832,성질,0
2272,병,0
2721,생겨나다,0
4044,의미,0
5799,현재,0
5298,카레,0
4127,장자인,1
1531,천시준,1
2358,공소울,1
4630,양준열,1
4032,염진용,1
1613,설희은,1
71,강현아,1
111,황려은,1
4201,평훤,1
1048,넘겨주다,0
2017,미혼,0
5782,헌,0
2224,번째,0
3285,황민선,1
615,돈다엘,1
2896,함승효,1
1108,농사,0
4797,교진모,1
2751,전고은,1
1142,사석준,1
1355,더럽다,0
1341,대학생,0
1699,마침,0
1043,곽영빈,1
5182,총,0
5271,소나현,1
3816,우주연,1
2903,은유근,1
287,결정하다,0
3035,지효주,1
5843,유세호,1
1912,무겁다,0
2380,부서지다,0
5007,목주아,1
1417,독특하다,0
2098,배세훈,1
1155,정동은,1
1504,뒤늦다,0
2217,버티다,0
5533,보슬아,1
1143,로해슬,1
1493,금슬우,1
1897,황다온,1
482,관찰,0
5876,환율,0
433,공짜,0
5923,손노아,1
3339,아스팔트,0
5884,애채언,1
4932,지진,0
3979,최여준,1
1236,달러,0
1541,곽민채,1
1027,감유겸,1
4007,범승연,1
4006,유학생,0
3046,스님,0
1685,마음껏,0
297,경기도,0
1914,양준환,1
3810,올림픽,0
5500,유현지,1
2491,비명,0
2597,사업가,0
4979,질병,0
787,이준모,1
3520,형연재,1
5464,틀림없다,0
3303,대가흔,1
2350,인하경,1
4724,졸다,0
1625,송래원,1
239,건전하다,0
234,건드리다,0
45,구건휘,1
3530,홍상미,1
534,구분,0
4414,송보리,1
2462,붉다,0
2139,밝혀지다,0
5016,찌개,0
2034,밑,0
4109,이리,0
1964,문화적,0
2970,곽슬비,1
4158,이틀,0
5726,형율리,1
3875,요청하다,0
1277,상근호,1
1398,도와주다,0
1646,라이터,0
625,그나마,0
2309,사재윤,1
2514,비행,0
234,진초이,1
5622,부주이,1
1697,마치,0
1017,곽해솔,1
5400,장동찬,1
691,그치다,0
5880,단요셉,1
2806,설치되다,0
4611,정도,0
5712,배재빈,1
709,변수경,1
1571,딱딱하다,0
1959,조서정,1
546,방수빈,1
3348,강동준,1
1010,빙상은,1
794,기업인,0
2775,선거,0
1560,따라가다,0
5867,확인되다,0
2105,받침,0
3773,동현이,1
2938,손뼉,0
3794,반유성,1
1665,마당,0
625,기연호,1
879,꼼짝,0
5372,탁자,0
3479,양쪽,0
4720,여지니,1
5051,찬물,0
4206,인정받다,0
4529,지주비,1
2197,국영인,1
1300,감채림,1
1466,되게,0
4393,잠깐,0
1284,서정화,1
5220,하리아,1
2883,소문,0
6029,맹승연,1
4151,오세빈,1
2066,바지,0
4589,점수,0
4159,견노을,1
4122,임초은,1
3946,원피스,0
4520,호명주,1
2683,장해성,1
502,왕혜미,1
3180,신속하다,0
5474,안기환,1
4477,담민,1
5849,화장,0
1406,도중,0
1211,단순,0
4907,지배하다,0
5374,최예찬,1
3290,명다예,1
2862,정태혁,1
1191,다음,0
5894,회사,0
4203,선은진,1
2292,은한성,1
3085,시골,0
4064,심승준,1
1561,연미소,1
4656,제대로,0
2007,편이엘,1
991,서하늬,1
4348,자유,0
3480,백민승,1
2906,소재,0
4173,탄승후,1
2381,부엌,0
3225,실패,0
5583,국형진,1
3724,동은희,1
5710,할인,0
219,걱정,0
4325,자랑하다,0
4440,근호원,1
2117,하동근,1
2633,산업,0
4424,장례식,0
5610,필요성,0
2138,밝혀내다,0
563,범하언,1
2,가구,0
3603,탄승훈,1
5594,피로,0
4155,이중,0
3214,전수오,1
3315,아드님,0
4132,좌수호,1
5946,방나혜,1
1702,마흔,0
2609,사자,0
1243,달리다,0
5212,정건후,1
4054,사윤오,1
4372,작은어머니,0
4405,잡수다,0
4970,진통,0
68,진설,1
5092,등리아,1
4045,의미하다,0
1181,다방,0
3388,안정,0
4496,곡우석,1
1514,황동재,1
1374,독민우,1
921,끼우다,0
4918,지우다,0
2612,사전,0
884,꽃잎,0
1906,장찬희,1
1506,황여은,1
1604,예이랑,1
51,가을,0
492,대한솔,1
1188,도예승,1
3557,엄격하다,0
2500,비용,0
1458,유초현,1
3628,소호재,1
4596,점차,0
2706,새벽,0
241,전리유,1
5713,장하겸,1
2377,수정욱,1
3358,아프리카,0
4397,잠수함,0
3339,관동후,1
3855,양해주,1
5453,특수,0
3840,장준범,1
953,낙엽,0
188,유상민,1
2535,육현비,1
5654,학습,0
93,시서안,1
592,굽다,0
1761,망치다,0
4457,재주,0
4816,백동욱,1
5482,성해영,1
269,탄윤승,1
3097,이성하,1
4491,육윤지,1
2631,란선빈,1
4732,좌화랑,1
1537,들이켜다,0
29,가루,0
1699,이명진,1
171,임유호,1
4772,주문,0
4687,조,0
5006,경호,1
1947,묶다,0
2790,선택,0
5080,창조,0
1011,내려다보다,0
2439,불다,0
1666,빈태현,1
4130,이성,0
148,설은샘,1
3951,월세,0
3465,양국,0
2446,방윤후,1
1937,무역,0
4948,마서정,1
5090,견예지,1
5231,출연,0
2794,설거지,0
5267,이성용,1
2351,뵈다,0
2440,불러일으키다,0
1088,녹차,0
4974,진행자,0
740,엄호빈,1
3263,황진규,1
2364,부딪치다,0
995,교동빈,1
3993,민시우,1
4781,손미유,1
5944,오호진,1
2389,자아이린,1
3219,요지석,1
5959,힘껏,0
3768,오로지,0
4516,전개되다,0
4835,설리율,1
3362,구중현,1
3468,양말,0
135,빈나원,1
3908,유믿음,1
435,국성연,1
5779,상채희,1
669,그리로,0
1566,따르다,0
3370,호민희,1
1405,도전,0
4370,진휘준,1
3622,역,0
5014,인송아,1
3122,임재이,1
3613,여전하다,0
4962,은아영,1
715,배진서,1
5926,연한,1
458,과학자,0
807,번세준,1
2208,뱉다,0
2847,세미나,0
4613,민나연,1
2232,여승언,1
4585,젊음,0
1861,모색하다,0
3801,무승재,1
5575,품,0
5334,마다은,1
5815,형제,0
1775,동규나,1
4891,엄현후,1
3971,위주,0
732,위윤석,1
49,가운데,0
3676,열리다,0
53,가입,0
14,가능성,0
1249,닭고기,0
2793,선호하다,0
1351,시은솔,1
5030,예민종,1
854,깨끗이,0
340,원이도,1
5634,하얗다,0
3531,어쩜,0
5788,차대영,1
2962,형민규,1
3683,은이솔,1
4886,원채영,1
4515,전개,0
4604,리신영,1
5249,신다연,1
1029,내후년,0
997,낯설다,0
1649,러시아,0
3178,송범수,1
3457,약혼녀,0
5675,어해인,1
2308,엄혁진,1
5410,토론자,0
1886,진리후,1
5405,구영경,1
2746,서두르다,0
3735,예습하다,0
2864,셋,0
3614,현재완,1
577,국회의원,0
2166,방송국,0
2623,사회자,0
1832,면하다,0
480,최도하,1
3199,두진형,1
5360,타고나다,0
3062,스트레스,0
2791,선택하다,0
2640,모한,1
5702,육하율,1
4489,저쪽,0
5200,연현식,1
2897,양승민,1
1755,맛,0
3404,알아내다,0
1847,몇십,0
5343,크림,0
2712,진유진,1
3173,신분,0
1421,표연두,1
899,후진유,1
4938,지하,0
5074,창가,0
1345,최현희,1
2912,소파,0
1344,지원빈,1
4832,태민아,1
1158,늙다,0
1056,선상우,1
2108,점해주,1
5789,노민선,1
5230,홍태린,1
2531,빠져나오다,0
2874,궁태인,1
1246,달빛,0
3671,윤소린,1
5888,회,0
3129,시집가다,0
3080,시각,0
1081,노인,0
3693,공요셉,1
4777,주변,0
4615,정리하다,0
126,순세림,1
2374,부부,0
939,호여진,1
78,배선후,1
5905,효과적,0
4394,매경수,1
5328,채아미,1
1404,도저히,0
3658,음동균,1
2880,배선미,1
4744,황시찬,1
2550,뼈,0
2122,발생하다,0
3508,어리석다,0
4679,선석주,1
3047,스무,0
5157,초기,0
4719,존경하다,0
2134,은다훈,1
1035,이미래,1
1745,홍선화,1
414,두미현,1
5688,한밤중,0
4531,전라도,0
437,호한솔,1
5230,출신,0
4283,입맛,0
5428,원미솔,1
1317,대응하다,0
2754,서민,0
186,방은,1
162,랑인서,1
4061,의하다,0
2780,선생,0
496,형윤,1
2623,원상아,1
3715,빈재욱,1
5165,초밥,0
5422,부지은,1
166,갖가지,0
5961,힘들어하다,0
3142,식료품,0
4101,이루다,0
5117,도치우,1
770,기록하다,0
2844,세대,0
2514,동태영,1
5845,화면,0
5063,상다비,1
3943,원숭이,0
2532,예하겸,1
3424,소솔미,1
2554,뿌리다,0
3114,시월,0
4553,전쟁,0
5326,황서아,1
895,꿈,0
2243,법률,0
897,꿈속,0
3661,연예인,0
1095,차혜민,1
4353,운하람,1
1355,낭근우,1
1816,봉담희,1
2340,본질,0
5143,신초윤,1
2761,서울역,0
3455,간관우,1
3684,엷다,0
757,은의진,1
1707,막다,0
5663,민상민,1
2599,사용,0
1209,단독,0
4941,채가율,1
733,금지되다,0
2073,모동헌,1
1553,기윤나,1
2526,빛깔,0
713,대수미,1
538,구석구석,0
2907,소주,0
6,가까이,0
2622,이이재,1
1357,화윤서,1
2165,민종민,1
4848,유윤형,1
5234,운정하,1
5337,쾌감,0
970,남,0
2813,성,0
470,관람,0
2713,색다르다,0
243,건축,0
5570,풀,0
3627,역사학,0
3111,시외,0
1538,간리하,1
2354,부,0
5004,짜증스럽다,0
736,급,0
4976,설혜원,1
1223,닫다,0
3434,앨범,0
715,글쎄,0
4882,예슬비,1
5965,표광현,1
2610,사장,0
1422,창혜진,1
3778,오염,0
5769,후하루,1
2920,호동운,1
2978,수면,0
1405,오이룸,1
2650,삼,0
2601,랑상원,1
1825,며칠,0
2417,분리하다,0
4349,자유롭다,0
2711,색,0
5349,큰어머니,0
3955,홍설리,1
508,교외,0
2083,반대,0
2124,발음하다,0
4753,소상헌,1
710,국세연,1
565,국민적,0
2530,좌진영,1
4289,입원하다,0
5508,퍼지다,0
236,상민율,1
847,동미진,1
824,길가,0
2318,랑해솔,1
3552,주원진,1
4305,도은성,1
731,황여울,1
3922,기하림,1
5739,해석,0
2910,소지품,0
4179,지진이,1
4453,재수,0
1863,모시다,0
5977,김윤미,1
22,심예림,1
1340,대학로,0
2386,부작용,0
4957,진로,0
2008,미용실,0
3959,위,0
4393,유민상,1
1066,년,0
248,엄동후,1
1907,못하다,0
276,결과,0
4388,잘생기다,0
3132,시청자,0
381,고함,0
1125,장해리,1
5630,염민겸,1
4658,양효연,1
5212,추천하다,0
4498,적다,0
1808,먼지,0
5074,소준재,1
4469,시안,1
8,가꾸다,0
3647,연기하다,0
993,연선율,1
3895,우수하다,0
656,그럼,0
1169,인장우,1
2558,양민서,1
5738,해물,0
3099,목재범,1
5351,묘소운,1
1854,장아은,1
2266,별,0
4867,장연서,1
1764,배소예,1
1151,늘,0
603,동정희,1
2727,고혜선,1
4566,조예닮,1
4224,일기,0
3945,원장,0
307,경쟁력,0
126,감상하다,0
1176,다른,0
1496,둘러보다,0
669,민형진,1
3667,지미솔,1
3714,예,0
1637,한도희,1
4783,예성민,1
5904,유레아,1
5047,차츰,0
683,그이,0
1905,보민솔,1
5401,테러,0
5688,단기윤,1
290,장인성,1
33,자호수,1
4925,지적,0
2069,원창우,1
2180,윤도환,1
4982,짐,0
1693,마중,0
102,갇히다,0
342,고구려,0
4453,경해림,1
5349,시기주,1
2305,보자기,0
5654,로진후,1
5757,정정인,1
2472,팽예준,1
1788,우이안,1
2455,불편하다,0
5689,한번,0
4073,이곳저곳,0
4753,죄,0
1440,동대문시장,0
5704,한편,0
3105,원승희,1
5294,감현지,1
3539,언론,0
1537,신솔지,1
4676,란은채,1
1716,빈준현,1
4195,뢰장원,1
436,공통되다,0
1646,단인혜,1
4064,이,0
104,지선규,1
1842,형혜연,1
3512,대연성,1
2486,위아이린,1
5577,품목,0
3326,아무,0
2260,변하다,0
1771,맡다,0
5028,차,0
3717,수올리비아,1
3473,모린,1
1819,후승희,1
1746,황진솔,1
4498,황유정,1
5101,책임,0
4452,재생,0
4024,운노아,1
353,시윤후,1
4221,일,0
3831,왜,0
2494,호은채,1
2577,사립,0
139,간리원,1
5406,위범규,1
3392,안타깝다,0
5397,서미송,1
3753,오늘,0
5907,상재이,1
3194,신혼여행,0
765,기도하다,0
1687,마음먹다,0
2019,민속,0
3226,연지후,1
639,그래,0
5216,로설빈,1
4605,예라연,1
1544,등,0
1680,마약,0
459,과학적,0
1408,아두현,1
1959,문제점,0
1596,권서원,1
4691,육유란,1
2401,설준엽,1
2360,강하연,1
1749,우아준,1
5184,호재율,1
4574,해가빈,1
5078,천가인,1
3456,약해지다,0
3168,신문사,0
4828,황찬우,1
1913,무게,0
2097,봉민결,1
1558,곽윤환,1
459,하도후,1
5544,포스터,0
1409,황우형,1
3678,장민영,1
2244,차연제,1
940,상믿음,1
3828,왕,0
4786,송효은,1
619,수동규,1
3570,엉덩이,0
3474,나혜선,1
1232,달다,0
3752,위신영,1
5879,활기,0
5569,단예하,1
83,진유원,1
5206,추석,0
3581,엘리베이터,0
3617,동소예,1
5835,혼잣말,0
4825,중국,0
5061,낭창훈,1
4572,소솜,1
3903,우정,0
4958,진료,0
3594,서자윤,1
5580,지승환,1
5653,정민상,1
4002,유지하다,0
4135,이야기하다,0
4360,보기현,1
755,양조이,1
601,귀,0
1222,국강,1
992,낭비,0
2517,빌다,0
4019,은은하다,0
3716,교명훈,1
4091,이래서,0
292,경계,0
1607,후현재,1
5864,예수지,1
4542,국인영,1
1505,뒤따르다,0
5604,사윤지,1
950,유선민,1
2629,산길,0
1257,진준형,1
1091,봉아원,1
29,예원우,1
3102,시멘트,0
4431,방종찬,1
846,깍두기,0
1941,무조건,0
2976,수만,0
382,자강율,1
1039,성석호,1
1597,떡볶이,0
97,간판,0
3331,아무렇다,0
1447,판혜율,1
2164,방법,0
509,허민국,1
4815,성선아,1
4417,간채준,1
869,꺾다,0
1528,들리다,0
1518,조동윤,1
5886,활용하다,0
1051,여진율,1
1131,김원영,1
575,염태현,1
4583,젊다,0
5468,노서아,1
4448,재미있다,0
5808,장태헌,1
2696,설여은,1
1929,위준이,1
5308,마하승,1
5214,예준성,1
3694,전태하,1
3710,궁푸름,1
2338,본성,0
5780,오연재,1
1840,홍강준,1
1708,나나원,1
4272,지온유,1
3348,아이디어,0
2253,성연이,1
5241,춤,0
5059,참고하다,0
35,가리키다,0
1109,농사일,0
5358,형민종,1
4597,접근,0
989,내보나,1
4540,전반적,0
3228,장은후,1
5240,출현하다,0
3691,영남,0
5116,묵이음,1
1205,엄하언,1
3597,여든,0
1610,도주안,1
1528,염채윤,1
5871,이아인,1
4860,이별이,1
645,포강준,1
5136,청년,0
1231,달다,0
4767,주름살,0
4018,은,0
1698,마치다,0
3727,이세윤,1
4365,연찬율,1
3638,견은영,1
130,곡우주,1
3819,와이셔츠,0
2245,법적,0
2628,산,0
347,소세호,1
4969,원아현,1
4486,저자,0
3345,주예희,1
2477,비교하다,0
1741,말다,0
1186,다수,0
961,왕영채,1
1150,여세원,1
2404,부품,0
249,조형진,1
3932,사휘찬,1
4092,정민중,1
3764,수한준,1
4091,간가민,1
5119,천둥,0
4160,이해,0
1099,놀랍다,0
416,간태랑,1
1588,떠나가다,0
163,강조하다,0
5795,필사라,1
670,그리움,0
1786,성예람,1
2689,상처,0
3680,열정,0
1111,농산물,0
732,금지,0
4490,증승아,1
5514,석가빈,1
4526,전기밥솥,0
4522,전국적,0
1251,담,0
232,현은호,1
1105,농담,0
508,장지서,1
2927,예모아,1
4621,정문,0
1953,문법,0
1681,마요네즈,0
1719,만들어지다,0
4845,황선영,1
365,고속버스,0
3847,외부,0
3688,엿보다,0
4631,보상후,1
2028,밀다,0
2551,손준기,1
3196,방명재,1
4472,위효성,1
5296,나지환,1
1806,먹히다,0
3820,와인,0
3174,엽하영,1
784,기성세대,0
198,궁세온,1
3116,시인,0
2192,배우,0
5840,홍차,0
525,아예희,1
301,증근호,1
1269,이아랑,1
438,공통점,0
5042,차선,0
3190,신체적,0
4683,신주완,1
1073,강규진,1
3761,오래도록,0
2955,송아지,0
2746,예선,1
3208,지로건,1
1772,맡다,0
5318,위여민,1
4503,적어지다,0
5449,특별,0
2614,사진,0
3301,아까,0
646,그러나,0
1833,멸치,0
2027,밀가루,0
590,굵다,0
3300,아기,0
5289,침,0
4776,주방,0
4266,읽히다,0
258,검정색,0
3107,시스템,0
1443,갈민선,1
5093,한범석,1
4009,유형,0
5860,이이건,1
4497,탁해랑,1
4723,존중하다,0
4295,구소정,1
1365,무이한,1
1594,떠올리다,0
5516,정이헌,1
4866,증세,0
5470,정현서,1
4450,뢰라은,1
724,금고,0
4538,전문직,0
3437,야구,0
5645,학기,0
5110,처음,0
3151,식탁,0
249,걸리다,0
4560,전통적,0
169,갖추다,0
5937,은도은,1
3709,양재이,1
698,국샤론,1
1752,반지우,1
1216,무리오,1
5848,한태형,1
1330,대출,0
2995,수입,0
3797,온몸,0
1260,문하랑,1
1132,채환희,1
5667,내명준,1
1879,목록,0
5543,포도주,0
5066,반혜슬,1
3413,조우정,1
2724,생명,0
267,윤하늘,1
4660,무소율,1
4878,지급,0
851,상해나,1
3206,홍준아,1
3356,아파트,0
214,전선화,1
3815,오동율,1
5548,천시아,1
1256,민채민,1
1844,운효준,1
3587,여고생,0
1758,맛있다,0
3832,태연희,1
3010,수학,0
4660,제발,0
1929,무리,0
4209,인제,0
3956,상상윤,1
2316,형서령,1
4662,제비,0
1375,데려오다,0
2822,성립하다,0
5721,항구,0
4253,가은율,1
3952,석대영,1
5173,오민구,1
84,간,0
1939,무용가,0
4850,쥐,0
398,난시안,1
5445,튀어나오다,0
3289,묘희우,1
2753,궁찬호,1
5124,철,0
413,공기,0
1635,뜻,0
2876,송성경,1
5188,최고급,0
2275,병실,0
2157,정유솔,1
4590,안애나,1
2007,미역,0
1711,지선하,1
4425,옹가온,1
5864,확실하다,0
5878,환하다,0
5539,사제은,1
3599,동용재,1
2757,서서히,0
5469,팀,0
1862,우윤기,1
207,성승빈,1
3914,묘서찬,1
5056,참,0
2273,병,0
4053,배상훈,1
3657,채루이,1
5580,풍부하다,0
2207,뱃사람,0
3696,위경현,1
4794,주저앉다,0
5288,칠하다,0
328,계속되다,0
4356,자체,0
896,최채리,1
5005,사진우,1
1108,초미주,1
4668,제안,0
3802,영재호,1
2285,보너스,0
1817,멎다,0
336,설온,1
3048,사주형,1
2973,수돗물,0
1975,빈원영,1
2890,신주원,1
2244,법원,0
2503,감연정,1
2483,비닐봉지,0
3931,계세준,1
2042,성효정,1
2579,사망하다,0
3298,아,0
5921,해신혜,1
1883,목요일,0
3897,우승,0
2476,비교적,0
5732,노건형,1
1863,구은효,1
5462,황재우,1
1099,오유빈,1
4766,주름,0
3011,감우린,1
2838,세계관,0
235,연주용,1
5484,판,0
4652,제거하다,0
5899,회장,0
5358,킬로그램,0
1024,내일,0
839,계한나,1
3212,미희지,1
693,정하유,1
4072,해은찬,1
4805,한하언,1
3061,스튜디오,0
4172,익히다,0
4268,라종윤,1
2139,호시엘,1
1961,위시유,1
2529,빠르다,0
2798,강강현,1
3751,오,0
1194,다지다,0
3689,순혜지,1
671,그리워하다,0
5643,학교생활,0
3139,식다,0
2377,부산,0
3865,임윤아,1
3524,왕세찬,1
1196,다치다,0
1225,달,0
2849,천서완,1
767,로기주,1
1840,명절,0
938,나뭇가지,0
2539,빨리,0
3629,금현이,1
223,심소망,1
3167,우성은,1
3546,홍예은,1
2054,바람,0
3494,박나령,1
4965,연찬율,1
4021,도은규,1
636,그때,0
248,걸다,0
1263,답변,0
505,정수환,1
5843,화나다,0
180,개다,0
4164,운은제,1
1577,땅,0
2949,목지상,1
4522,보민석,1
1955,보희경,1
3269,썰렁하다,0
2618,주이도,1
2950,솔직하다,0
2237,우찬욱,1
3037,숨다,0
3406,알아보다,0
3799,온통,0
1171,목로이,1
5670,한국,0
2439,묘주엘,1
4071,이것저것,0
4693,조건,0
4449,지지율,1
1197,남태희,1
504,함채윤,1
3039,임승찬,1
4570,진휘,1
4770,계유주,1
4386,잘못하다,0
4200,인쇄,0
1328,대체,0
3845,외면하다,0
3270,나현승,1
3227,견한결,1
4095,채하윤,1
4836,조규영,1
4288,입원,0
